"2007-01-01 00:00:00","26.73"
"2007-01-02 00:00:00","52.56"
"2007-01-03 00:00:00","32.57"
"2007-01-04 00:00:00","25.93"
"2007-01-05 00:00:00","30.51"
"2007-01-06 00:00:00","58.64"
"2007-01-07 00:00:00","73.83"
"2007-01-08 00:00:00","60.37"
"2007-01-09 00:00:00","58.51"
"2007-01-10 00:00:00","36.92"
"2007-01-11 00:00:00","25.24"
"2007-01-12 00:00:00","25.99"
"2007-01-13 00:00:00","28.83"
"2007-01-14 00:00:00","25.84"
"2007-01-15 00:00:00","18.49"
"2007-01-16 00:00:00","14.54"
"2007-01-17 00:00:00","13.38"
"2007-01-18 00:00:00","12.70"
"2007-01-19 00:00:00","12.11"
"2007-01-20 00:00:00","11.59"
"2007-01-21 00:00:00","11.14"
"2007-01-22 00:00:00","10.74"
"2007-01-23 00:00:00","10.39"
"2007-01-24 00:00:00","10.08"
"2007-01-25 00:00:00","9.800"
"2007-01-26 00:00:00","9.550"
"2007-01-27 00:00:00","9.310"
"2007-01-28 00:00:00","9.100"
"2007-01-29 00:00:00","8.890"
"2007-01-30 00:00:00","8.700"
"2007-01-31 00:00:00","8.510"
"2007-02-01 00:00:00","8.300"
"2007-02-02 00:00:00","8.090"
"2007-02-03 00:00:00","7.900"
"2007-02-04 00:00:00","7.710"
"2007-02-05 00:00:00","7.530"
"2007-02-06 00:00:00","7.360"
"2007-02-07 00:00:00","7.200"
"2007-02-08 00:00:00","7.040"
"2007-02-09 00:00:00","6.890"
"2007-02-10 00:00:00","6.750"
"2007-02-11 00:00:00","6.620"
"2007-02-12 00:00:00","6.490"
"2007-02-13 00:00:00","6.360"
"2007-02-14 00:00:00","6.240"
"2007-02-15 00:00:00","6.130"
"2007-02-16 00:00:00","6.020"
"2007-02-17 00:00:00","5.910"
"2007-02-18 00:00:00","5.810"
"2007-02-19 00:00:00","5.710"
"2007-02-20 00:00:00","5.620"
"2007-02-21 00:00:00","5.530"
"2007-02-22 00:00:00","5.450"
"2007-02-23 00:00:00","5.360"
"2007-02-24 00:00:00","5.280"
"2007-02-25 00:00:00","5.210"
"2007-02-26 00:00:00","5.130"
"2007-02-27 00:00:00","5.060"
"2007-02-28 00:00:00","5.000"
"2007-03-01 00:00:00","4.870"
"2007-03-02 00:00:00","4.810"
"2007-03-03 00:00:00","4.750"
"2007-03-04 00:00:00","4.690"
"2007-03-05 00:00:00","4.640"
"2007-03-06 00:00:00","4.590"
"2007-03-07 00:00:00","4.540"
"2007-03-08 00:00:00","4.510"
"2007-03-09 00:00:00","4.470"
"2007-03-10 00:00:00","4.450"
"2007-03-11 00:00:00","4.450"
"2007-03-12 00:00:00","4.830"
"2007-03-13 00:00:00","7.520"
"2007-03-14 00:00:00","23.88"
"2007-03-15 00:00:00","72.43"
"2007-03-16 00:00:00","57.81"
"2007-03-17 00:00:00","28.74"
"2007-03-18 00:00:00","21.70"
"2007-03-19 00:00:00","18.62"
"2007-03-20 00:00:00","17.00"
"2007-03-21 00:00:00","15.46"
"2007-03-22 00:00:00","21.91"
"2007-03-23 00:00:00","78.38"
"2007-03-24 00:00:00","56.52"
"2007-03-25 00:00:00","42.64"
"2007-03-26 00:00:00","52.39"
"2007-03-27 00:00:00","109.3"
"2007-03-28 00:00:00","88.92"
"2007-03-29 00:00:00","55.06"
"2007-03-30 00:00:00","43.54"
"2007-03-31 00:00:00","37.07"
"2007-04-01 00:00:00","33.00"
"2007-04-02 00:00:00","32.36"
"2007-04-03 00:00:00","35.16"
"2007-04-04 00:00:00","50.11"
"2007-04-05 00:00:00","76.76"
"2007-04-06 00:00:00","49.95"
"2007-04-07 00:00:00","37.89"
"2007-04-08 00:00:00","32.96"
"2007-04-09 00:00:00","29.43"
"2007-04-10 00:00:00","26.71"
"2007-04-11 00:00:00","24.36"
"2007-04-12 00:00:00","35.82"
"2007-04-13 00:00:00","72.62"
"2007-04-14 00:00:00","72.30"
"2007-04-15 00:00:00","49.47"
"2007-04-16 00:00:00","74.92"
"2007-04-17 00:00:00","115.7"
"2007-04-18 00:00:00","92.65"
"2007-04-19 00:00:00","85.43"
"2007-04-20 00:00:00","72.50"
"2007-04-21 00:00:00","61.17"
"2007-04-22 00:00:00","58.58"
"2007-04-23 00:00:00","56.91"
"2007-04-24 00:00:00","55.09"
"2007-04-25 00:00:00","50.38"
"2007-04-26 00:00:00","41.94"
"2007-04-27 00:00:00","40.24"
"2007-04-28 00:00:00","44.46"
"2007-04-29 00:00:00","40.00"
"2007-04-30 00:00:00","39.97"
"2007-05-01 00:00:00","33.85"
"2007-05-02 00:00:00","29.49"
"2007-05-03 00:00:00","25.49"
"2007-05-04 00:00:00","25.34"
"2007-05-05 00:00:00","19.68"
"2007-05-06 00:00:00","18.00"
"2007-05-07 00:00:00","17.42"
"2007-05-08 00:00:00","16.21"
"2007-05-09 00:00:00","14.54"
"2007-05-10 00:00:00","14.09"
"2007-05-11 00:00:00","17.88"
"2007-05-12 00:00:00","16.58"
"2007-05-13 00:00:00","12.83"
"2007-05-14 00:00:00","12.19"
"2007-05-15 00:00:00","12.10"
"2007-05-16 00:00:00","45.59"
"2007-05-17 00:00:00","78.10"
"2007-05-18 00:00:00","46.09"
"2007-05-19 00:00:00","37.15"
